date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:52:05	7657/7657	---MCZ	200	added ('OK')	text/javascript	etag:W/%2269806d48-1de9%22	https://www.kwerk.fr/js/form.js	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/js/form.js	(from https://www.kwerk.fr/)
15:52:05	2055/2055	---MCZ	200	added ('OK')	text/javascript	etag:W/%2269806d48-807%22	https://www.kwerk.fr/js/footer.js	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/js/footer.js	(from https://www.kwerk.fr/)
15:52:06	10569/10569	---MCZ	200	added ('OK')	text/javascript	etag:W/%2269806d48-2949%22	https://www.kwerk.fr/js/script.js	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/js/script.js	(from https://www.kwerk.fr/)
15:52:06	678/678	---M-Z	200	added ('OK')	text/javascript	etag:%222a6-649d3e3828200-gzip%22	https://www.kwerk.fr/js/loader.js	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/js/loader.js	(from https://www.kwerk.fr/)
15:52:06	407067/407067	---M--	200	added ('OK')	image/png	etag:%2269806d48-6361b%22	https://www.kwerk.fr/images/messine/messine_3.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/messine/messine_3.png	(from https://www.kwerk.fr/css/styles.css)
15:52:07	1073322/1073322	---M--	200	added ('OK')	image/png	etag:%2269806d48-1060aa%22	https://www.kwerk.fr/images/messine/messine_2.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/messine/messine_2.png	(from https://www.kwerk.fr/css/styles.css)
15:52:07	15491/15491	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:07%20GMT	https://www.kwerk.fr/en/contact	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/contact.html	(from https://www.kwerk.fr/en)
15:52:07	338/338	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Mar%202026%2014:52:07%20GMT	https://www.kwerk.fr/en/	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/index.html	(from https://www.kwerk.fr/en)
15:52:07	11952/11952	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:07%20GMT	https://www.kwerk.fr/en/espaces	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/espaces.html	(from https://www.kwerk.fr/en)
15:52:07	12764/12764	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:08%20GMT	https://www.kwerk.fr/en/services	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/services.html	(from https://www.kwerk.fr/en)
15:52:08	13166/13166	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:08%20GMT	https://www.kwerk.fr/en/event	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/event.html	(from https://www.kwerk.fr/en)
15:52:08	15590/15590	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:08%20GMT	https://www.kwerk.fr/en/galerie	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/galerie.html	(from https://www.kwerk.fr/en)
15:52:08	13885/13885	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:08%20GMT	https://www.kwerk.fr/en/adresses	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/adresses.html	(from https://www.kwerk.fr/en)
15:52:08	13051/13051	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:08%20GMT	https://www.kwerk.fr/en/adresses/messine	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/adresses/messine.html	(from https://www.kwerk.fr/en)
15:52:08	12969/12969	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:09%20GMT	https://www.kwerk.fr/en/adresses/saint-honore	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/adresses/saint-honore.html	(from https://www.kwerk.fr/en)
15:52:09	13270/13270	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:09%20GMT	https://www.kwerk.fr/en/adresses/madeleine	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/adresses/madeleine.html	(from https://www.kwerk.fr/en)
15:52:09	12997/12997	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:09%20GMT	https://www.kwerk.fr/en/adresses/haussmann	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/en/adresses/haussmann.html	(from https://www.kwerk.fr/en)
15:52:09	12934/12934	---MCZ	200	added ('OK')	text/css	etag:W/%2269949108-3286%22	https://www.kwerk.fr/css/navbar_galerie.css	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/css/navbar_galerie.css	(from https://www.kwerk.fr/contact)
15:52:09	466/466	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d2-649d3e3803040%22	https://www.kwerk.fr/images/menu_burger_noir.svg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/menu_burger_noir.svg	(from https://www.kwerk.fr/contact)
15:52:09	392563/392563	---M--	200	added ('OK')	image/jpeg	etag:%2269806d47-5fd73%22	https://www.kwerk.fr/images/galerie/messine/SalledereunionMes1.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/messine/SalledereunionMes1.jpg	(from https://www.kwerk.fr/contact)
15:52:10	620964/620964	---M--	200	added ('OK')	image/jpeg	etag:%2269806d47-979a4%22	https://www.kwerk.fr/images/galerie/messine/RooftopMes1.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/messine/RooftopMes1.jpg	(from https://www.kwerk.fr/contact)
15:52:10	2208120/2208120	---M--	200	added ('OK')	image/png	etag:%2269806d46-21b178%22	https://www.kwerk.fr/images/content/bureau_header.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/bureau_header.png	(from https://www.kwerk.fr/contact)
15:52:10	2043640/2043640	---M--	200	added ('OK')	image/png	etag:%2269806d41-1f2ef8%22	https://www.kwerk.fr/images/Bureau_header.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/Bureau_header.png	(from https://www.kwerk.fr/espaces)
15:52:10	2105315/2105315	---M--	200	added ('OK')	image/png	etag:%2269806d43-201fe3%22	https://www.kwerk.fr/images/content/Bureaux_Hsm_1.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Bureaux_Hsm_1.png	(from https://www.kwerk.fr/espaces)
15:52:11	2253212/2253212	---M--	200	added ('OK')	image/png	etag:%2269806d46-22619c%22	https://www.kwerk.fr/images/content/Suite_SHO_2.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Suite_SHO_2.png	(from https://www.kwerk.fr/espaces)
15:52:11	2373219/2373219	---M--	200	added ('OK')	image/png	etag:%2269806d46-243663%22	https://www.kwerk.fr/images/content/Suite_SHO_v2.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Suite_SHO_v2.png	(from https://www.kwerk.fr/espaces)
15:52:11	337611/337611	---M--	200	added ('OK')	image/jpeg	etag:%2269806d47-526cb%22	https://www.kwerk.fr/images/galerie/messine/SportMes1.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/messine/SportMes1.jpg	(from https://www.kwerk.fr/services)
15:52:11	973795/973795	---M--	200	added ('OK')	image/png	etag:%2269806d43-edbe3%22	https://www.kwerk.fr/images/caroussel_service/dana.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/caroussel_service/dana.png	(from https://www.kwerk.fr/services)
15:52:11	2438981/2438981	---M--	200	added ('OK')	image/jpeg	etag:%226980807a-253745%22	https://www.kwerk.fr/images/galerie/saint-honore/LOBBY_SHO_LOUNGE.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/saint-honore/LOBBY_SHO_LOUNGE.jpg	(from https://www.kwerk.fr/services)
15:52:12	280831/280831	---M--	200	added ('OK')	image/jpeg	etag:%2269806d48-448ff%22	https://www.kwerk.fr/images/messine/ESPACE_WELLNESS_MESSINE_5.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/messine/ESPACE_WELLNESS_MESSINE_5.jpg	(from https://www.kwerk.fr/services)
15:52:12	2036664/2036664	---M--	200	added ('OK')	image/png	etag:%2269806d47-1f13b8%22	https://www.kwerk.fr/images/galerie/saint-honore/RooftopShoIA1.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/saint-honore/RooftopShoIA1.png	(from https://www.kwerk.fr/event)
15:52:12	258990/258990	---M--	200	added ('OK')	image/jpeg	etag:%2269806d47-3f3ae%22	https://www.kwerk.fr/images/galerie/saint-honore/SHO_8EME.jpeg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/saint-honore/SHO_8EME.jpg	(from https://www.kwerk.fr/event)
15:52:12	20436707/20436707	---M--	200	added ('OK')	image/jpeg	etag:%2269806d47-137d6e3%22	https://www.kwerk.fr/images/galerie/saint-honore/SportSho1.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/saint-honore/SportSho1.jpg	(from https://www.kwerk.fr/services)
15:52:13	1008839/1008839	---M--	200	added ('OK')	image/png	etag:%2269949108-f64c7%22	https://www.kwerk.fr/images/event/Terrasse_MAD.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/event/Terrasse_MAD.png	(from https://www.kwerk.fr/event)
15:52:13	250117/250117	---M--	200	added ('OK')	image/jpeg	etag:%226980807a-3d105%22	https://www.kwerk.fr/images/galerie/saint-honore/Traiteur.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/saint-honore/Traiteur.jpg	(from https://www.kwerk.fr/event)
15:52:13	1975692/1975692	---M--	200	added ('OK')	image/png	etag:%2269806d47-1e258c%22	https://www.kwerk.fr/images/galerie/saint-honore/Event_SHO_Lobby.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/saint-honore/Event_SHO_Lobby.png	(from https://www.kwerk.fr/event)
15:52:13	2588365/2588365	---M--	200	added ('OK')	image/png	etag:%2269806d46-277ecd%22	https://www.kwerk.fr/images/event/Winter_Party_1.png	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/event/Winter_Party_1.png	(from https://www.kwerk.fr/event)
15:52:13	445526/445526	---M--	200	added ('OK')	image/jpeg	etag:%2269806d48-6cc56%22	https://www.kwerk.fr/images/galerie/saint-honore/Traiteur_2.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/galerie/saint-honore/Traiteur_2.jpg	(from https://www.kwerk.fr/event)
15:52:14	2724/2724	---MCZ	200	added ('OK')	text/javascript	etag:W/%226980cf0d-aa4%22	https://www.kwerk.fr/js/galerie.js	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/js/galerie.js	(from https://www.kwerk.fr/galerie)
15:52:15	10122/10122	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Mar%202026%2014:52:15%20GMT	https://www.kwerk.fr/images/content/ROOFTOP_MESSINE(4	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/ROOFTOP_MESSINE(4	(from https://www.kwerk.fr/adresses)
15:52:15	11057/11057	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2269806d48-2b31%22	https://www.kwerk.fr/images/logo_adresses.svg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/logo_adresses.svg	(from https://www.kwerk.fr/adresses/messine)
15:52:15	404526/404526	---M--	200	added ('OK')	image/jpeg	etag:%2269806d45-62c2e%22	https://www.kwerk.fr/images/content/ROOFTOP_MESSINE(4).jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/ROOFTOP_MESSINE(4).jpg	(from https://www.kwerk.fr/adresses/messine)
15:52:15	169215696/169215696	---M--	200	added ('OK')	video/mp4	etag:%2269806d43-a1606d0%22	https://www.kwerk.fr/images/KWERK%20VDEF%2016.9.mp4	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/KWERK%20VDEF%2016.9.mp4	(from https://www.kwerk.fr/event)
15:52:15	337611/337611	---M--	200	added ('OK')	image/jpeg	etag:%2269806d46-526cb%22	https://www.kwerk.fr/images/content/Sport_Mes_1.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Sport_Mes_1.jpg	(from https://www.kwerk.fr/adresses/messine)
15:52:16	15706/15706	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Mar%202026%2014:52:16%20GMT	https://www.kwerk.fr/galerie?filter=messine	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/galeriec5cd.html	(from https://www.kwerk.fr/adresses/messine)
15:52:16	479896/479896	---M--	200	added ('OK')	image/jpeg	etag:%2269806d46-75298%22	https://www.kwerk.fr/images/content/YOGA.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/YOGA.jpg	(from https://www.kwerk.fr/adresses/messine)
15:52:16	4225210/4225210	---M--	200	added ('OK')	image/jpeg	etag:%2269806d45-4078ba%22	https://www.kwerk.fr/images/content/Lobby_Mes_2.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Lobby_Mes_2.jpg	(from https://www.kwerk.fr/adresses/messine)
15:52:16	5795517/5795517	---M--	200	added ('OK')	image/jpeg	etag:%2269806d45-586ebd%22	https://www.kwerk.fr/images/content/Lobby_Mes_Fauteuils_3.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Lobby_Mes_Fauteuils_3.jpg	(from https://www.kwerk.fr/adresses/messine)
15:52:17	620964/620964	---M--	200	added ('OK')	image/jpeg	etag:%2269806d46-979a4%22	https://www.kwerk.fr/images/content/Rooftop_Mes_1.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Rooftop_Mes_1.jpg	(from https://www.kwerk.fr/adresses/messine)
15:52:17	3102703/3102703	---M--	200	added ('OK')	image/jpeg	etag:%2269806d45-2f57ef%22	https://www.kwerk.fr/images/content/Lobby_SHO_accueil.jpg	C:/Users/User/Documents/kwerk/kwerk/www.kwerk.fr/images/content/Lobby_SHO_accueil.jpg	(from https://www.kwerk.fr/adresses/saint-honore)
